"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.7.22"," 0.37470870"," 0.14331061","-0.76079984","-0.36962749"," 0.51401217","-0.27238890"," 0.44678425"," 0.34947913"," 0.28948826"," 0.36311652","-0.33274845"," 0.96810558","-0.11781370","-0.10362482"," 0.01424142"," 0.30676689","-0.15978778"," 0.28861625"," 0.33504099"," 0.08083865"," 0.36287455","-0.32836716","-0.19481850"," 0.34227120"," 0.20450207"," 0.23827065","-0.40701525"," 0.12490647"," 0.10395812"," 0.77376611"," 0.43868728","-0.56868900","-0.37270610","-0.39205623"," 0.38354450","-0.08198497","-0.35547622","-0.07505925","-0.37658956","-0.70842681"," 0.33179601","-0.20749957","-0.34485988","-0.53302556","-0.55540557"," 0.11695124"," 0.64941314","-0.33877589","-0.56145240","-0.02645185"
"Bin.7.18","-0.26103667"," 0.29353319","-0.58724216","-0.27115992"," 0.18620712","-0.35249870","-0.10823823","-0.10422747"," 1.00687133"," 0.06279128","-0.40922474"," 0.29098481","-0.26573103"," 0.01718165","-0.07853042"," 0.02127382"," 0.02363704","-0.25603540"," 0.26290030","-0.28350138"," 1.11506355","-0.11502033","-0.16768416"," 0.17005642"," 1.24357620","-0.16005522","-0.07109811","-0.24162988","-0.08484622"," 0.41278164","-0.35054974","-0.05017101","-0.17001426","-0.28149890"," 0.02710499"," 0.09403097","-0.24316551"," 0.54436660"," 0.10050517"," 0.13621785","-0.02545459","-0.38898474","-0.31489561","-0.31204365","-0.16907735"," 0.54865637"," 0.18268530","-0.23479701","-0.28896550","-0.09304770"
"Bin.7.14"," 0.09257897"," 0.55722820"," 0.17041777"," 0.04908014"," 0.73325581","-0.44984480","-0.53914581","-0.27140763"," 0.50868546"," 0.15413255","-0.45956688"," 0.20051432"," 0.90502894"," 0.98509468","-0.03951679","-0.38076276"," 0.12466697","-0.44594168"," 0.09058423","-0.44271762"," 0.18117245"," 0.76393063","-0.65760325","-0.32539856"," 0.91671833","-0.19026204"," 0.26455406","-0.25811837","-0.03279310"," 0.19306016","-0.61799577"," 1.22487498","-0.24816554","-0.24816554"," 0.09257897","-0.26335552","-0.22406480","-0.15677033","-0.29963938"," 0.12653796","-0.39392977","-0.67497081"," 0.21478663","-0.20990089"," 0.13928510"," 0.13270659"," 0.04720401","-0.83146905"," 0.05378234","-0.26095356"
"Bin.7.10","-0.44360061","-1.07210650"," 0.06462062"," 0.41146127","-0.07054983"," 0.35697142"," 0.57333603"," 0.42964683","-1.13737177"," 0.45414613"," 0.45617349","-0.21178597","-0.28096334"," 0.46668322","-0.39371561"," 0.52865936","-0.21338088"," 1.09412547","-0.92604244"," 0.74775301","-0.69427076","-0.69944928"," 0.44689381"," 0.45715581","-0.36352326"," 0.40011188"," 0.09259693","-0.09256073","-0.23721302","-0.18737458","-0.45951705","-0.29085848","-0.08436025"," 0.14561897","-0.36363526"," 0.44200730","-0.09225167"," 0.17376040","-0.15006400"," 0.89143642","-0.38194092","-0.64749208"," 0.37303989"," 0.26286739","-0.10062439"," 0.05991986"," 0.03160557","-0.18251790"," 0.57072662","-0.15414716"
"Bin.7.06","-0.124998737","-0.145667126","-0.273637070","-0.467059957"," 0.337189262","-0.293066878","-0.474811991","-0.075894484","-0.227234258","-0.441368562"," 0.109771094"," 0.478243348","-0.505177463","-0.339331743","-0.380139960"," 0.215043657"," 0.295726151"," 0.192743107","-0.172840537","-0.862593200"," 0.030957426","-0.126638985","-0.655280938","-0.228604583","-0.200429483"," 0.336091766","-0.212562565"," 0.259519816","-0.165162440"," 0.612223235"," 0.886175215","-0.438219505"," 0.875367129"," 0.233764287"," 0.144753599"," 0.420303554"," 0.505377487"," 0.174976366","-0.079817185","-0.181563574","-0.078142195","-0.201180438"," 0.527516642","-0.396466276"," 0.007654679"," 0.207195861"," 0.879526036","-0.031703382"," 0.545525647","-0.496051849"
"Bin.7.02"," 0.117407738","-0.339235980","-0.110312780"," 0.136408185"," 0.024573868","-0.065419120","-0.041490571"," 0.022593431","-0.785331972"," 0.275416246","-0.102262802"," 0.088392581","-0.559287547","-0.232698495","-0.830677969"," 0.161900791","-0.358858014","-0.060645323","-0.841333985","-0.107437383","-0.340553341","-0.421317296","-0.072413970","-0.055618838","-0.149863099"," 0.453028942"," 0.113047491"," 0.709972316"," 0.285241570"," 0.717986329"," 1.166824535","-0.116016553"," 0.033686148"," 0.184784247","-0.279748615"," 0.026585122"," 0.209896453"," 0.222630316"," 0.156825008"," 0.192863490"," 0.013668748","-0.211121267"," 0.458068713","-0.008606925"," 0.079636462"," 0.245627593"," 0.299372706","-0.543385172"," 0.293865148","-0.056667161"
"Bin.6.98"," 0.28223374","-0.27903994"," 0.30616578"," 0.10690071"," 0.43079519"," 0.20454391","-0.64926121"," 0.86185387"," 0.07755515"," 0.03375923","-0.59212761"," 0.54630179","-0.45213882"," 0.72547697","-0.05620940","-0.06956754"," 0.56494247"," 0.02594212","-0.25680966","-0.46376600","-0.16427249","-0.10024928","-0.40708718","-0.24383857"," 0.11456574"," 0.02943160"," 0.05210724"," 0.09781747","-0.25177408"," 0.57564798"," 0.76269324"," 0.31003705","-0.39815984"," 0.09623042","-0.24551675","-0.31642372","-0.30295712","-0.37406935"," 0.48459947"," 0.18121025","-0.31081807"," 1.25914115"," 0.32118773","-0.29331687","-0.20027869","-0.22674644","-0.09057003","-1.52372684","-0.06526357","-0.11715123"
"Bin.6.94"," 0.2169140751","-0.0137290517"," 0.2067940027"," 0.1916345646"," 0.5234230728"," 0.1384980617","-0.1203170608"," 0.2413023551"," 0.1095630156"," 0.1190576400","-0.1466382161"," 0.3943623007"," 0.0069490315"," 0.4190990260"," 0.1152430354"," 0.1996344617"," 0.3225407190"," 0.1868486458","-0.1423964451","-0.0262259565"," 0.0349909930"," 0.1625643684","-0.0002833272"," 0.0268071707"," 0.1734518920"," 0.2894902786"," 0.1726159035"," 0.2507873402"," 0.0310889217"," 0.2325595628"," 0.2639521783"," 0.1945719355","-0.0195522401"," 0.2060036763"," 0.0560800876","-0.0270906003","-0.0167123170"," 0.0409254119"," 0.2008331770"," 0.1313615021","-0.0727824110"," 0.9533038468"," 0.3591650511"," 0.0758804976"," 0.1249794840"," 0.0782272144"," 0.0218964479","-7.3190647284"," 0.2121489077"," 0.2192424972"
"Bin.6.90","-0.306836406","-0.084121382","-0.211061187"," 0.166833039","-0.145159844","-0.030044150","-0.081826712"," 0.031841626"," 0.201580552"," 0.255258600","-0.292078574"," 0.017329454"," 0.109069243"," 0.202902202","-0.067929670"," 0.096308540"," 0.271182196"," 0.170439243","-0.399649239","-0.297944519","-0.353119992"," 0.218750108"," 0.049598999"," 0.034104789"," 0.420922691","-0.161538547","-0.006352915"," 0.274600249","-0.321844676","-0.119657264"," 0.787062777","-0.097626143","-0.257865177","-0.022220320","-0.229089664","-0.485149189","-0.433629223"," 0.363468521"," 0.413474558","-0.142812535","-0.398275001"," 0.646004647"," 0.344343838"," 0.225040993"," 0.040198341"," 0.679252740","-0.106093881","-1.556621332"," 0.242516743"," 0.346462852"
"Bin.6.86","-0.030108209","-0.335342613","-0.159842439"," 0.173326049","-0.092907346"," 0.239344741","-0.057527090"," 0.188500864"," 0.521660924"," 0.104891521","-0.370485394"," 0.358743802","-0.161279466"," 0.592868401"," 0.077914497","-0.080886229"," 0.132344631","-0.013723212","-0.175928591","-0.272661920","-0.243011731"," 0.269472057","-0.214078749"," 0.211716824"," 0.836839355","-0.150431437"," 0.021682508"," 0.237863661","-0.322843070","-0.084002855","-0.032163712","-0.163971407","-0.157979055","-0.094774066","-0.266090937","-0.417618370","-0.345351098"," 0.824477935"," 0.518004166","-0.077292107","-0.012759110","-0.288579222"," 0.327561622","-0.041637017","-0.076421241"," 0.885136588"," 0.016878319","-1.917695021"," 0.003150679"," 0.115013571"
"Bin.6.82","-0.0989019349","-0.4986882434","-0.3343774779","-0.2405662546","-0.0950562099"," 0.0855060545","-0.4095829670","-0.2669863759"," 0.2491961462"," 0.0157338889","-0.7759652041"," 0.2385848020","-0.5840778274"," 0.3172879100"," 0.0436242775","-0.1646826476","-0.2407237412"," 0.0162873045","-0.5075614401","-0.6449253290","-0.1359822436"," 0.0008528851","-0.3978075418"," 0.0407026976","-0.1004365760"," 0.0335027651"," 0.1178034965"," 0.8529963417","-0.2402229386"," 0.3273247283"," 0.1359678439","-0.0024346787","-0.2676176182"," 0.3165742855","-0.0410153384","-0.4571352749","-0.3799991094"," 0.0115940804"," 0.9301610704"," 0.1293920303"," 0.4453144160","-0.1774609028"," 0.9770253266"," 0.2633024337"," 0.3053703330"," 0.2218092890","-0.0998859184","-0.0644444834"," 0.5445779764"," 0.6060458940"
"Bin.6.78"," 0.15347984"," 0.07070609","-0.01366434"," 0.04857860"," 0.14815797"," 0.07970968"," 0.08551237"," 0.05261236"," 0.25279125"," 0.18750988","-0.12578506"," 0.30811842","-0.04660588"," 0.06711314"," 0.13586295"," 0.11948140"," 0.09271853"," 0.04636566"," 0.08891939","-0.03840638"," 0.18415373"," 0.16628232"," 0.03232796"," 0.15231840"," 0.12518032"," 0.06610725"," 0.14193734"," 0.33926313"," 0.11480709"," 0.32116161"," 0.38483224"," 0.10627299"," 0.14331170"," 0.25171645"," 0.16322695"," 0.00395656"," 0.07125687"," 0.20259650"," 0.14456936"," 0.18831506"," 0.25749104","-0.13111335"," 0.41924582"," 0.21286911"," 0.35243698"," 0.28381622"," 0.19178413","-7.42627267"," 0.35428526"," 0.46868772"
"Bin.6.74"," 0.211599703"," 0.035360205"," 0.005963185"," 0.021550982"," 0.203891878"," 0.102138154"," 0.106674814"," 0.007765992"," 0.106274255"," 0.221680511","-0.272105535"," 0.278608696","-0.154835880"," 0.130521525","-0.252463596"," 0.070294779","-0.015450031","-0.116207662"," 0.148013822","-0.050896839"," 0.184688988"," 0.110668166","-0.012922435"," 0.151615819"," 0.118179325"," 0.157115649"," 0.109643126"," 0.443240247"," 0.161322322"," 0.447918940"," 0.315659368"," 0.191888723"," 0.208336563"," 0.349450107"," 0.116480172"," 0.023482370"," 0.147755868"," 0.248821339"," 0.215610850"," 0.262617582"," 0.286199784","-0.254542132"," 0.532864029"," 0.231844637"," 0.333197229"," 0.384093699"," 0.325941963","-7.419134926"," 0.439960787"," 0.399622884"
"Bin.6.70"," 0.077010474","-0.084997500"," 0.050820892"," 0.268391520"," 0.062619990"," 0.218965192"," 0.075280207"," 0.146660169"," 0.016443018"," 0.253185804","-0.135118578"," 0.026590629"," 0.062121117"," 0.128095012","-0.316313832"," 0.119003845"," 0.225360635","-0.005804524"," 0.041647518"," 0.060524674"," 0.047694010"," 0.081384506"," 0.032507207"," 0.180701254","-0.072998774"," 0.287512688"," 0.132092809"," 0.528282527"," 0.170759906"," 0.320990728"," 0.346577469"," 0.222627334","-0.073969249"," 0.318971374"," 0.073917665"," 0.061242480"," 0.077430243"," 0.277889057"," 0.418695638"," 0.294725105"," 0.199890819","-0.362100021"," 0.557795194"," 0.303577973"," 0.252141965"," 0.344881117"," 0.322610011","-7.427847638"," 0.421429583"," 0.370100757"
"Bin.6.66"," 0.122469860"," 0.263283968"," 0.107836188"," 0.164357204"," 0.177466888"," 0.226765265"," 0.061377350"," 0.082248973"," 0.105270116"," 0.288193531","-0.058030047"," 0.160352473"," 0.195527101"," 0.137953953"," 0.045242488"," 0.294178108"," 0.375769473"," 0.073440826","-0.017344465"," 0.092762222"," 0.193222657"," 0.128025664"," 0.232070704"," 0.227121928"," 0.077095388"," 0.261477334"," 0.003110103"," 0.459065151"," 0.139765893"," 0.274939321"," 0.223083401"," 0.205664528","-0.981790998"," 0.261781799"," 0.036066619"," 0.024223558"," 0.039385886"," 0.188577751"," 0.557640634"," 0.210484042"," 0.025166923","-0.353365915"," 0.520953439"," 0.164421650"," 0.193796097"," 0.291001800"," 0.317364497","-7.457165691"," 0.336136122"," 0.301558238"
"Bin.6.62"," 0.264174609"," 0.257221857"," 0.291259925"," 0.218377189"," 0.251635690"," 0.325406904"," 0.236536290"," 0.163002567"," 0.169974106"," 0.348567328","-0.224787657"," 0.222246959","-0.003237562"," 0.204178520"," 0.147034106"," 0.241971803"," 0.325713786","-0.208780876"," 0.189159387"," 0.177618300"," 0.161602038"," 0.224605486"," 0.225581202"," 0.121241584"," 0.383522015"," 0.342652710","-0.013869282"," 0.636447273"," 0.193374066"," 0.399479445"," 0.263684504"," 0.336984638","-5.083536675"," 0.480476947"," 0.021774060"," 0.079613561"," 0.146911076"," 0.328335987"," 0.381370294"," 0.399964120"," 0.187459449","-0.658280810"," 0.741780978"," 0.378979844"," 0.313285544"," 0.446037189"," 0.421515523","-6.472845497"," 0.534739075"," 0.479840421"
"Bin.6.58"," 0.213834385"," 0.345303819"," 0.532951269"," 0.303285185"," 0.282479132"," 0.323264391"," 0.272645756"," 0.353564864"," 0.316143995"," 0.258866504","-0.140775182"," 0.200911974","-0.044654487"," 0.203757771"," 0.062758229"," 0.050616067"," 0.219835868","-0.203336503"," 0.063731163"," 0.199524311"," 0.077119255"," 0.278013564"," 0.203572496"," 0.121998760"," 0.356876947"," 0.463633405"," 0.023943940"," 0.658497589"," 0.137262626"," 0.473391727"," 0.389826825"," 0.328235707","-5.374488924"," 0.403234367"," 0.006814781"," 0.138645180"," 0.122215995"," 0.382194540"," 0.255670117"," 0.417219641"," 0.379155741","-0.504103805"," 0.729929368"," 0.337457534"," 0.194710235"," 0.431378145"," 0.405468170","-6.404614204"," 0.489328304"," 0.262703463"
"Bin.6.54"," 0.25093680"," 0.23002315"," 0.32196622"," 0.34160611"," 0.32548319"," 0.34136803"," 0.34322493"," 0.33915377"," 0.08973245"," 0.19222796"," 0.01203280"," 0.25341584","-0.45144221"," 0.27290471"," 0.03064793"," 0.08721093"," 0.38949666","-0.60828010"," 0.30137349"," 0.23787886"," 0.04484232"," 0.28027108"," 0.26672339"," 0.09449895"," 0.25522016"," 0.55378872","-1.19942533"," 0.78023930"," 0.08047845"," 0.56066032"," 0.47919473"," 0.37146402","-5.49094654"," 0.56024623","-0.01934848"," 0.30862894"," 0.15003580"," 0.33616443"," 0.29033371"," 0.48283213"," 0.25354800"," 0.03414247"," 0.88740283"," 0.38218908"," 0.26089582"," 0.51859161"," 0.50469953","-6.21276534"," 0.57342934"," 0.31100283"
"Bin.6.50"," 0.32922297"," 0.32028121"," 0.36542720"," 0.21995959"," 0.23527374"," 0.26320463"," 0.29827555"," 0.04377268"," 0.05886005"," 0.13807470","-0.08730005"," 0.34317589","-0.26765330"," 0.15275120"," 0.03158413"," 0.23829272"," 0.40115552","-0.59774705"," 0.31647930"," 0.16813921"," 0.02430166"," 0.24345865"," 0.30802439"," 0.14190973"," 0.27776305"," 0.58119936","-5.07672581"," 0.72338310","-0.03828946"," 0.42925975"," 0.39044890"," 0.24592073","-5.90880854"," 0.39537973"," 0.04901120"," 0.23876488"," 0.01849698"," 0.28803789"," 0.15786959"," 0.38639316"," 0.15525500","-0.87521517"," 0.85006407"," 0.25733518"," 0.08066604"," 0.45859656"," 0.49396435"," 1.12479087"," 0.45225924"," 0.15525500"
"Bin.6.46"," 0.325882960"," 0.250424833"," 0.363430776"," 0.322617657"," 0.163930811"," 0.272240259"," 0.335476044"," 0.152188393"," 0.157911764"," 0.166416549","-0.207364181"," 0.215586793","-0.402268016"," 0.109459337","-0.002543768","-0.034587681"," 0.383213896","-0.670655325"," 0.042232159"," 0.228965019"," 0.109639655"," 0.258481103"," 0.298169450","-0.666887443"," 0.265295468"," 0.634804874","-5.291282041"," 0.791227594","-0.025779995"," 0.545578802"," 0.427224980"," 0.305386917","-5.784495663"," 0.445047906"," 0.130531362"," 0.219898674"," 0.011488232"," 0.391621726"," 0.160693910"," 0.503303786"," 0.445365696","-0.796151505"," 0.904509696"," 0.427410892"," 0.124408897"," 0.507687107"," 0.568030559"," 1.196189540"," 0.472163066"," 0.247878477"
"Bin.6.42"," 0.37928699"," 0.35076744"," 0.39310168"," 0.41481762"," 0.21595607"," 0.62222867"," 0.38361970"," 0.16380994"," 0.31240380"," 0.29297241"," 0.09514807"," 0.21415373","-0.06315830"," 0.25588465"," 0.21802824"," 0.08391076"," 0.43808960","-0.03495236"," 0.17490458"," 0.35609886"," 0.21275963"," 0.34573063"," 0.36981179","-0.18394414"," 0.36561471"," 0.74194488","-4.50904920"," 0.85757385","-0.15886084"," 0.70892511"," 0.44651176"," 0.42271403","-5.09347779"," 0.48537511"," 0.21479627"," 0.36282522"," 0.12507375"," 0.49350853"," 0.25837015"," 0.55003903","-0.06131120","-0.37176365"," 0.91120757"," 0.51327548"," 0.31491671"," 0.67485398"," 0.63308037","-5.78369386"," 0.54986146"," 0.33625852"
"Bin.6.38"," 0.33742742"," 0.22802592"," 0.28528099"," 0.37366925"," 0.22753417"," 0.37174906"," 0.22657228"," 0.26119195"," 0.24454053"," 0.25302423"," 0.01673325"," 0.18774811","-0.14319014"," 0.19620820"," 0.02674845","-0.05160965"," 0.32252412","-0.27529397"," 0.06315551"," 0.25230961"," 0.07778006"," 0.29124414"," 0.23612697"," 0.14088810"," 0.33830026"," 0.63986679","-5.22263914"," 0.72993373","-0.19425417"," 0.50316739"," 0.35726220"," 0.20675433","-6.02229687"," 0.19628014"," 0.08812781"," 0.18954441"," 0.01392194"," 0.32985738","-0.05718853"," 0.38602861"," 0.30399455","-0.90224995"," 0.80500072"," 0.47133429"," 0.08518172"," 0.55394508"," 0.53561843"," 1.14763008"," 0.33142627"," 0.03506399"
"Bin.6.34"," 0.40938310"," 0.38478550"," 0.25357380"," 0.42652178"," 0.33723103"," 0.45577250"," 0.37325620"," 0.36754264"," 0.32839857"," 0.34726654"," 0.13458986"," 0.17573496","-0.26201124"," 0.16035090"," 0.09310918","-0.43194118"," 0.44490280","-0.20507437"," 0.05514665"," 0.34663008"," 0.19277445"," 0.32500721"," 0.37119553"," 0.13018544"," 0.31673151"," 0.85123926","-4.41008105"," 0.87542560"," 0.07246581"," 0.57455804"," 0.56995451"," 0.37576026","-5.19516759"," 0.39369004"," 0.29591188"," 0.43945156"," 0.18659026"," 0.47196466"," 0.26501102"," 0.56939027"," 0.35688260","-0.25779729"," 0.93144362"," 0.59428010"," 0.18846629"," 0.79288721"," 0.69001012","-5.81718887"," 0.43093908"," 0.22284917"
"Bin.6.30"," 0.411361752"," 0.392097376"," 0.182118736"," 0.462500635"," 0.327550384"," 0.609334097"," 0.346634551"," 0.342255348"," 0.344171967"," 0.329584272"," 0.165816552"," 0.166739323","-0.317491468"," 0.142985751"," 0.110538737","-0.748880578"," 0.466286164","-0.040555967","-0.001071923"," 0.316608177"," 0.222044617"," 0.244961098"," 0.332397994","-0.072255431"," 0.269334989"," 0.626003270","-4.945041382"," 0.675598433","-0.150753335"," 0.357373134"," 0.326908767"," 0.170453390","-5.854078031"," 0.196872849"," 0.039917632"," 0.183828982","-0.140077865"," 0.464631702"," 0.086831044"," 0.561884437"," 0.152241941","-0.805961609"," 0.756553851"," 0.296403758","-0.063003235"," 0.483448186"," 0.470485127"," 1.069883617"," 0.132622491","-0.098094306"
"Bin.4.38"," 0.50677335"," 0.20808556"," 0.18156747","-0.21927859"," 0.06457072","-0.23763059"," 0.08191006","-0.22600166"," 0.13107626","-0.38219925"," 0.26637279"," 0.06116711","-0.02950240","-0.11872676"," 0.32718543"," 0.10935499"," 0.46917947"," 0.39850793","-0.07882541"," 0.26021979"," 0.05818338"," 0.20939110"," 0.10234749"," 0.91277290","-0.01385183","-0.01083096","-0.70604130"," 0.36085301","-0.14132707","-0.78701893"," 0.14740750","-0.51132867","-0.09373911","-0.66702996","-0.31035691","-0.67714088","-0.38044774","-0.88971962","-0.35111371"," 0.01556667","-0.35915273"," 0.39838698","-0.88830768"," 1.39241199","-0.08132274"," 0.20352214"," 0.43329967"," 1.04922563","-0.15326302","-0.03518188"
"Bin.4.34"," 0.265894949","-0.094959407"," 0.607867195","-0.370718192","-0.269279827","-0.530814632","-0.171758669","-0.555963416"," 0.007281387","-0.505600423"," 0.005978890","-0.253898639","-0.268738047","-0.410460549","-0.040744815","-0.228457459"," 0.136729348","-0.240460020"," 0.781068581","-0.116542155","-0.256828658","-0.163354761","-0.151642490","-1.123159930","-0.168496655"," 0.383366273","-0.199844087"," 0.652691205"," 0.306487770","-0.269947744"," 1.093079073","-0.063587187"," 0.196031497","-0.392513916"," 0.165317564","-0.386305019"," 0.026928738","-0.290705630"," 0.068498227"," 0.334174429","-0.035522407"," 0.486126253","-1.340539975"," 0.904276156"," 0.244508294"," 0.153897074"," 0.272722488"," 1.229186722"," 0.239860395"," 0.338872199"
"Bin.4.30"," 0.05507230"," 0.05225006","-0.26945214","-0.19928694"," 0.10685281","-0.27880747"," 0.02167970","-0.10382942"," 0.03205732","-0.32596099"," 0.11936399","-0.14043476","-0.10092282","-0.27420066"," 0.01184687","-0.32273772"," 0.38347946","-0.07545706","-0.15286813","-0.01899855","-0.13707595"," 0.08106986","-0.09922821","-2.36876321","-0.09439084"," 0.50784746"," 0.01927202"," 0.62632720"," 0.22442071","-0.14191383"," 0.32461625"," 0.13345502"," 0.11704340","-0.37892418"," 0.17841342","-0.21788269"," 0.02461835","-0.12064899"," 0.26583488"," 0.51361367"," 0.08188479"," 0.24093751","-0.57395977"," 0.38191701"," 0.29564412"," 0.05853254"," 0.19914998"," 0.76277418"," 0.24644849"," 0.32932094"
"Bin.4.26"," 0.08332955","-0.01881254","-0.22833216","-0.35310463"," 0.09769148","-0.32940529","-0.03445808","-0.32804958","-0.16177222","-0.46701327"," 0.12463762","-0.12397204","-0.23174694","-0.52894228","-0.08673646","-0.35322966"," 0.26765989"," 0.06206703","-0.31206564","-0.12474798","-0.34648828"," 0.10401767","-0.18032174","-1.28967352","-0.16281296"," 0.69832370","-0.09548884"," 0.81749387"," 0.22757123","-0.23524023"," 0.47005913"," 0.08541843"," 0.37277970","-0.37987391"," 0.20261556","-0.16985358"," 0.20224148","-0.06610663"," 0.27070210"," 0.56440248"," 0.09735768"," 0.55871984","-0.34286337"," 0.11253968"," 0.35541731","-0.21152408"," 0.22481260"," 0.27645763"," 0.52287762"," 0.36344262"
"Bin.4.22"," 0.23428497"," 0.04272228","-0.30521707","-0.39648949","-0.06422286","-0.51682605","-0.05352557","-0.24104173","-0.11912207","-0.42738048"," 0.02390086","-0.01055344","-0.28558870","-0.54273327","-0.21510351","-0.40183919"," 0.13620232","-0.26740603","-0.07267328","-0.12180706","-0.33797104"," 0.02413321","-0.20212534","-0.34185786","-0.25058903"," 0.38845014","-0.19139240"," 0.60095572"," 0.10153907","-0.01876244"," 1.50481167"," 0.05102919"," 0.18780018","-0.39456231"," 0.20549142","-0.25862811"," 0.05542403","-0.16903027"," 0.45443289"," 0.33751712"," 0.26073896"," 0.20812703","-0.59841686","-0.14307383"," 0.39943847"," 0.02333029"," 0.06225417"," 1.00546735"," 0.18788400"," 0.45200400"
"Bin.4.18","-0.04420368"," 0.12060947","-0.39212290","-0.31948307","-0.04522907","-0.41321984"," 0.12863950"," 0.16105107"," 0.15153327","-0.13493072"," 0.17644166"," 0.28333072","-0.18104216","-0.57010607","-0.14865134","-0.40031513"," 0.09491902","-0.19891937"," 0.19659194","-0.08839506","-0.11433329"," 0.14848350","-0.16122229","-0.47571503","-0.07986521"," 0.45995165","-0.30644293"," 0.28467818"," 0.08203214"," 0.28637276"," 0.08108855","-0.46396419"," 0.14818960","-0.27893989"," 0.20443428","-0.18745375"," 0.18385920"," 0.04439420"," 0.13418537"," 0.19438847"," 0.44551873"," 0.89706625","-0.95106245","-0.33677785"," 0.32840447"," 0.21826306"," 0.29489433"," 0.51102476","-0.14390236"," 0.17595145"
"Bin.4.14","-0.418618554"," 0.052474129","-0.235474474","-0.058163544","-0.437439654","-0.213506621","-0.047444941"," 0.277026802","-0.081682076","-0.284636809"," 0.355024698","-0.165076440","-0.020999103","-0.433483568","-0.096937697","-0.543465894"," 0.359021903","-0.178139877"," 0.116046057"," 0.068990800","-0.218048928"," 0.248835780","-0.172486095","-1.174584812"," 0.026267181"," 0.863413813","-0.202208588"," 0.383127976"," 0.086512651","-0.016756445"," 0.066614307","-0.179231672"," 0.034206221","-0.403363194"," 0.088078490","-0.097356635"," 0.121242606"," 0.003816584"," 0.228642611"," 0.559566758"," 0.082054627"," 0.905538367","-0.459126693"," 0.352762337"," 0.168379039","-0.271667136"," 0.036400327"," 0.663290216"," 0.087399579"," 0.175165588"
"Bin.4.10"," 0.101842527"," 0.026583584","-0.229993171"," 0.043960341","-0.399868298","-0.125031852"," 0.004079219"," 0.229347181","-0.029967342","-0.370320066"," 0.244169434","-0.155524095"," 0.195102753","-0.180104402","-0.071523061","-0.390637749"," 0.391598150","-0.205748255"," 0.144892829","-0.049696242","-0.216872426"," 0.208176287","-0.116814041","-2.234204903"," 0.201866253"," 0.598145484"," 0.100508837"," 0.250492221"," 0.046195281","-0.163753481"," 0.130005528","-0.005552249","-0.207787700","-0.627686843"," 0.069109393","-0.088526516","-0.037494408","-0.027402901"," 0.121076251"," 0.419375453"," 0.043155305"," 0.242949779","-0.280375933"," 0.692310859"," 0.193943037","-0.183393443","-0.052020193"," 1.302193976"," 0.087042363"," 0.362177245"
"Bin.4.06","-0.1403860872"," 0.3112443516","-0.3360240064"," 0.3457969939","-0.2616839753"," 0.1439209434"," 0.1969672275"," 0.5098291726"," 0.1711147277"," 0.1200898931"," 0.4560348866","-0.3463875370"," 0.3820205419","-0.2558699522"," 0.1433676015","-0.2860319750"," 0.2358009817","-0.0457254873","-0.0495581567"," 0.3408133151"," 0.3122755479"," 0.5445438625"," 0.4311189407","-0.1212799363","-0.0005834237"," 0.2681213278","-0.1562631849"," 0.1647173491","-0.1314126549","-0.0866603942"," 0.1779067755","-0.2962988131","-0.5808100908","-0.1286326063"," 0.0988054132","-0.3696442987","-0.3159539906","-0.0692643541","-0.3206867125"," 0.0403274387","-0.0215655144","-1.1946356484","-0.6714593413"," 0.2901035720","-0.1595910899","-0.1531556123"," 0.4296722398"," 0.5174919763","-0.5781115936"," 0.4455913570"
"Bin.4.02"," 0.076254615"," 0.088149193","-0.170480313","-0.002314610","-0.443874475","-0.253630879"," 0.009772156"," 0.205004503"," 0.039241466","-0.037695473"," 0.264257148","-0.117119398"," 0.260228733","-0.267207091","-0.101769389","-0.223799289"," 0.244647726","-0.126704449"," 0.042347102"," 0.079449935"," 0.106519087"," 0.490619448"," 0.070383798","-0.967949736"," 0.552760320","-0.142151373","-0.261102520","-0.017445297","-0.002440478"," 0.002694835"," 0.038656571","-0.230964481","-0.387406323","-0.288719634","-0.223874730","-0.400033787","-0.124182943","-0.277799391","-0.043620401"," 0.221437627","-0.146315162","-0.304072441"," 0.562993304"," 0.162944296"," 0.057639313"," 0.200752064"," 0.393326544"," 1.355786024","-0.266659319"," 0.303467574"
