"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.7.22"," 0.93324058"," 0.35692600","-1.89483002","-0.92058544"," 1.28018651","-0.67840533"," 1.11275024"," 0.87040444"," 0.72099260"," 0.90436940","-0.82873539"," 2.41114078","-0.29342401","-0.25808552"," 0.03546934"," 0.76402634","-0.39796366"," 0.71882077"," 0.83444515"," 0.20133482"," 0.90376675","-0.81782346","-0.48521034"," 0.85245252"," 0.50932800"," 0.59343124","-1.01370251"," 0.31108909"," 0.25891563"," 1.92712352"," 1.09258413","-1.41636332","-0.92825297","-0.97644595"," 0.95524683","-0.20418982","-0.88534063","-0.18694079","-0.93792501","-1.76439099"," 0.82636326","-0.51679352","-0.85889984","-1.32754082","-1.38327994"," 0.29127598"," 1.61741296","-0.84374720","-1.39834002","-0.06588035"
"Bin.7.18","-0.69411953"," 0.78053063","-1.56152868","-0.72103813"," 0.49514116","-0.93732513","-0.28781499","-0.27715004"," 2.67735966"," 0.16696755","-1.08816467"," 0.77375427","-0.70660225"," 0.04568752","-0.20881931"," 0.05656896"," 0.06285297","-0.68082071"," 0.69907509","-0.75385516"," 2.96505231","-0.30584920","-0.44588697"," 0.45219503"," 3.30677880","-0.42560094","-0.18905614","-0.64251517","-0.22561357"," 1.09762279","-0.93214268","-0.13340915","-0.45208292","-0.74853040"," 0.07207456"," 0.25003665","-0.64659855"," 1.44751879"," 0.26725212"," 0.36221527","-0.06768599","-1.03434472","-0.83733521","-0.82975158","-0.44959159"," 1.45892566"," 0.48577634","-0.62434596","-0.76838475","-0.24742204"
"Bin.7.14"," 0.20176745"," 1.21442821"," 0.37141003"," 0.10696570"," 1.59806437","-0.98039585","-1.17501928","-0.59150826"," 1.10863371"," 0.33591788","-1.00158423"," 0.43700273"," 1.97242831"," 2.14692430","-0.08612326","-0.82983781"," 0.27170032","-0.97188935"," 0.19742008","-0.96486281"," 0.39484889"," 1.66491736","-1.43318650","-0.70917658"," 1.99790427","-0.41465882"," 0.57657153","-0.56254552","-0.07146958"," 0.42075707","-1.34686559"," 2.66950367","-0.54085424","-0.54085424"," 0.20176745","-0.57395942","-0.48832887","-0.34166669","-0.65303678"," 0.27577798","-0.85853412","-1.47103751"," 0.46810793","-0.45745990"," 0.30355922"," 0.28922195"," 0.10287685","-1.81211120"," 0.11721371","-0.56872456"
"Bin.7.10","-0.90519119","-2.18769170"," 0.13186190"," 0.83960913","-0.14396077"," 0.72841961"," 1.16992339"," 0.87671775","-2.32086903"," 0.92670991"," 0.93084685","-0.43216080","-0.57332101"," 0.95229252","-0.80339814"," 1.07875822","-0.43541531"," 2.23262261","-1.88964002"," 1.52583074","-1.41669730","-1.42726434"," 0.91191115"," 0.93285133","-0.74178901"," 0.81645008"," 0.18894908","-0.18887520","-0.48404609","-0.38234803","-0.93766957","-0.59351257","-0.17214168"," 0.29714345","-0.74201754"," 0.90193996","-0.18824457"," 0.35456756","-0.30621376"," 1.81902456","-0.77937125","-1.32124284"," 0.76120822"," 0.53639523","-0.20532954"," 0.12226973"," 0.06449289","-0.37243771"," 1.16459875","-0.31454567"
"Bin.7.06","-0.30861617","-0.35964547","-0.67559741","-1.15314968"," 0.83250487","-0.72356872","-1.17228909","-0.18738001","-0.56103099","-1.08971880"," 0.27101981"," 1.18076096","-1.24726006","-0.83779456","-0.93854818"," 0.53093296"," 0.73013434"," 0.47587392","-0.42673538","-2.12970317"," 0.07643247","-0.31266586","-1.61785867","-0.56441426","-0.49485123"," 0.82979520","-0.52480725"," 0.64074256","-0.40777851"," 1.51155117"," 2.18792608","-1.08194392"," 2.16124141"," 0.57715334"," 0.35739002"," 1.03771026"," 1.24775390"," 0.43200865","-0.19706498","-0.44827216","-0.19292951","-0.49670530"," 1.30241447","-0.97885711"," 0.01889905"," 0.51155711"," 2.17150957","-0.07827420"," 1.34687788","-1.22472933"
"Bin.7.02"," 0.31295903","-0.90425865","-0.29404689"," 0.36360613"," 0.06550347","-0.17437951","-0.11059619"," 0.06022447","-2.09336059"," 0.73414242","-0.27258908"," 0.23561698","-1.49082242","-0.62027509","-2.21423370"," 0.43155856","-0.95656264","-0.16165460","-2.24263810","-0.28638231","-0.90777017","-1.12305248","-0.19302480","-0.14825614","-0.39947120"," 1.20758223"," 0.30133647"," 1.89248384"," 0.76033255"," 1.91384578"," 3.11025729","-0.30925072"," 0.08979293"," 0.49255611","-0.74569067"," 0.07086461"," 0.55949455"," 0.59343761"," 0.41802868"," 0.51409193"," 0.03643506","-0.56275939"," 1.22101611","-0.02294240"," 0.21227689"," 0.65473856"," 0.79800014","-1.44843346"," 0.78331934","-0.15105052"
"Bin.6.98"," 0.62012936","-0.61311187"," 0.67271329"," 0.23488428"," 0.94655138"," 0.44942778","-1.42656910"," 1.89368173"," 0.17040565"," 0.07417643","-1.30103406"," 1.20034470","-0.99344802"," 1.59403182","-0.12350436","-0.15285512"," 1.24130234"," 0.05700053","-0.56426707","-1.01899549","-0.36094265","-0.22026964","-0.89445971","-0.53576674"," 0.25172603"," 0.06466768"," 0.11449102"," 0.21492641","-0.55320280"," 1.26482469"," 1.67580410"," 0.68121931","-0.87484437"," 0.21143930","-0.53945407","-0.69525221","-0.66566315","-0.82191229"," 1.06477119"," 0.39815862","-0.68293539"," 2.76660891"," 0.70571979","-0.64448140","-0.44005614","-0.49821159","-0.19900219","-3.34796162","-0.14339837","-0.25740690"
"Bin.6.94"," 0.2023252325","-0.0128056862"," 0.1928857989"," 0.1787459289"," 0.4882195628"," 0.1291831917","-0.1122249780"," 0.2250732465"," 0.1021942103"," 0.1110502612","-0.1367758692"," 0.3678389434"," 0.0064816652"," 0.3909119675"," 0.1074922129"," 0.1862077823"," 0.3008478169"," 0.1742818934","-0.1328193842","-0.0244620952"," 0.0326376276"," 0.1516308871","-0.0002642717"," 0.0250042190"," 0.1617861559"," 0.2700202276"," 0.1610063930"," 0.2339203064"," 0.0289979952"," 0.2169184623"," 0.2461997260"," 0.1814857431","-0.0182372283"," 0.1921486270"," 0.0523083472","-0.0252685862","-0.0155883081"," 0.0381729193"," 0.1873258764"," 0.1225266108","-0.0678873339"," 0.8891881376"," 0.3350089313"," 0.0707770545"," 0.1165738237"," 0.0729659398"," 0.0204237734","-6.8268113642"," 0.1978805528"," 0.2044970535"
"Bin.6.90","-0.82965319","-0.22745532","-0.57068713"," 0.45109889","-0.39249687","-0.08123620","-0.22125077"," 0.08609639"," 0.54505249"," 0.69019226","-0.78974957"," 0.04685701"," 0.29491170"," 0.54862610","-0.18367464"," 0.26040811"," 0.73324798"," 0.46084969","-1.08060928","-0.80561047","-0.95479911"," 0.59147716"," 0.13411045"," 0.09221574"," 1.13813044","-0.43678315","-0.01717761"," 0.74249003","-0.87023397","-0.32354059"," 2.12813451","-0.26397077","-0.69724017","-0.06008140","-0.61943422","-1.31179210","-1.17248756"," 0.98278044"," 1.11799147","-0.38614999","-1.07689348"," 1.74672824"," 0.93106932"," 0.60848704"," 0.10869206"," 1.83662757","-0.28686663","-4.20893945"," 0.65573962"," 0.93679891"
"Bin.6.86","-0.07227747","-0.80502015","-0.38371617"," 0.41608479","-0.22303245"," 0.57456861","-0.13809896"," 0.45251330"," 1.25229404"," 0.25180154","-0.88938356"," 0.86119681","-0.38716589"," 1.42323400"," 0.18704077","-0.19417468"," 0.31770521","-0.03294381","-0.42233243","-0.65454950","-0.58337155"," 0.64689195","-0.51391532"," 0.50824531"," 2.00890825","-0.36112421"," 0.05205081"," 0.57101314","-0.77501387","-0.20165642","-0.07721189","-0.39362813","-0.37924295","-0.22751368","-0.63877526","-1.00253051","-0.82904642"," 1.97923355"," 1.24351566","-0.18554667","-0.03062939","-0.69276042"," 0.78634118","-0.09995341","-0.18345607"," 2.12485011"," 0.04051792","-4.60359963"," 0.00756349"," 0.27610044"
"Bin.6.82","-0.257919153","-1.300492753","-0.871998674","-0.627355216","-0.247890167"," 0.222985012","-1.068121592","-0.696254326"," 0.649860482"," 0.041031263","-2.023583146"," 0.622187930","-1.523174030"," 0.827432034"," 0.113764576","-0.429463884","-0.627765914"," 0.042474475","-1.323632516","-1.681853799","-0.354618190"," 0.002224177","-1.037413318"," 0.106145601","-0.261921232"," 0.087369421"," 0.307211159"," 2.224467040","-0.626459907"," 0.853606321"," 0.354580638","-0.006349221","-0.697900497"," 0.825571025","-0.106960914","-1.192129792","-0.990972004"," 0.030235358"," 2.425699316"," 0.337432053"," 1.161303035","-0.462787365"," 2.547913197"," 0.686647242"," 0.796353053"," 0.578440291","-0.260485212","-0.168060075"," 1.420165246"," 1.580462951"
"Bin.6.78"," 0.142165786"," 0.065493860","-0.012657050"," 0.044997534"," 0.137236221"," 0.073833726"," 0.079208662"," 0.048733942"," 0.234156263"," 0.173687237","-0.116512581"," 0.285404888","-0.043170238"," 0.062165772"," 0.125847556"," 0.110673607"," 0.085883605"," 0.042947726"," 0.082364532","-0.035575185"," 0.170578491"," 0.154024508"," 0.029944843"," 0.141089961"," 0.115952417"," 0.061234027"," 0.131474164"," 0.314253709"," 0.106343868"," 0.297486573"," 0.356463603"," 0.098438878"," 0.132747206"," 0.233160695"," 0.151194365"," 0.003664895"," 0.066004038"," 0.187661720"," 0.133912160"," 0.174433059"," 0.238509602","-0.121448081"," 0.388340325"," 0.197177065"," 0.326456420"," 0.262894173"," 0.177646403","-6.878830922"," 0.328168451"," 0.434137519"
"Bin.6.74"," 0.194869810"," 0.032564490"," 0.005491712"," 0.019847078"," 0.187771395"," 0.094062715"," 0.098240689"," 0.007151983"," 0.097871801"," 0.204153590","-0.250591816"," 0.256580812","-0.142593955"," 0.120201987","-0.232502845"," 0.064737002","-0.014228491","-0.107019834"," 0.136311276","-0.046872738"," 0.170086760"," 0.101918312","-0.011900737"," 0.139628484"," 0.108835609"," 0.144693477"," 0.100974316"," 0.408195954"," 0.148567554"," 0.412504732"," 0.290702115"," 0.176717256"," 0.191864666"," 0.321821226"," 0.107270798"," 0.021625763"," 0.136073716"," 0.229148559"," 0.198563820"," 0.241854017"," 0.263571719","-0.234417044"," 0.490733733"," 0.213514101"," 0.306853364"," 0.353725762"," 0.300171728","-6.832549351"," 0.405175781"," 0.368027149"
"Bin.6.70"," 0.070795918","-0.078138411"," 0.046719772"," 0.246732985"," 0.057566711"," 0.201295241"," 0.069205280"," 0.134825055"," 0.015116107"," 0.232754334","-0.124214841"," 0.024444831"," 0.057108096"," 0.117758060","-0.290788085"," 0.109400527"," 0.207174587","-0.005336113"," 0.038286666"," 0.055640482"," 0.043845221"," 0.074816977"," 0.029883956"," 0.166119108","-0.067107953"," 0.264311122"," 0.121433245"," 0.485651428"," 0.156980002"," 0.295087567"," 0.318609521"," 0.204661856","-0.068000113"," 0.293231170"," 0.067952691"," 0.056300363"," 0.071181813"," 0.255464095"," 0.384907931"," 0.270941515"," 0.183760123","-0.332879441"," 0.512782496"," 0.279079979"," 0.231794729"," 0.317050061"," 0.296576178","-6.828438633"," 0.387421253"," 0.340234538"
"Bin.6.66"," 0.111459211"," 0.239613430"," 0.098141179"," 0.149580674"," 0.161511732"," 0.206377940"," 0.055859221"," 0.074854381"," 0.095805809"," 0.262283500","-0.052812857"," 0.145935988"," 0.177948242"," 0.125551207"," 0.041174963"," 0.267730033"," 0.341985929"," 0.066838131","-0.015785111"," 0.084422437"," 0.175850979"," 0.116515520"," 0.211206393"," 0.206702537"," 0.070164129"," 0.237969222"," 0.002830489"," 0.417792911"," 0.127200244"," 0.250220909"," 0.203027093"," 0.187174264","-0.893523104"," 0.238246313"," 0.032824051"," 0.022045740"," 0.035844899"," 0.171623674"," 0.507505968"," 0.191560479"," 0.022904292","-0.321596562"," 0.474117134"," 0.149639326"," 0.176372864"," 0.264839291"," 0.288831850","-6.786729410"," 0.305915813"," 0.274446653"
"Bin.6.62"," 0.216632208"," 0.210930714"," 0.238843093"," 0.179076758"," 0.206349865"," 0.266844783"," 0.193967842"," 0.133667676"," 0.139384576"," 0.285837121","-0.184333561"," 0.182250102","-0.002654911"," 0.167433364"," 0.120572992"," 0.198425148"," 0.267096436","-0.171207454"," 0.155117162"," 0.145653077"," 0.132519194"," 0.184184175"," 0.184984296"," 0.099422242"," 0.314501160"," 0.280986933","-0.011373285"," 0.521908515"," 0.158573343"," 0.327586798"," 0.216230305"," 0.276338920","-4.168673809"," 0.394007518"," 0.017855473"," 0.065285841"," 0.120472103"," 0.269246731"," 0.312736675"," 0.327984248"," 0.153723155","-0.539812762"," 0.608285753"," 0.310776424"," 0.256904853"," 0.365765739"," 0.345657135","-5.307954524"," 0.438504317"," 0.393485544"
"Bin.6.58"," 0.172861046"," 0.279139295"," 0.430831149"," 0.245171956"," 0.228352602"," 0.261322896"," 0.220403424"," 0.285817420"," 0.255566857"," 0.209264449","-0.113800899"," 0.162414731","-0.036098129"," 0.164715238"," 0.050732968"," 0.040917397"," 0.177712570","-0.164374689"," 0.051519476"," 0.161292961"," 0.062342243"," 0.224742693"," 0.164565463"," 0.098622274"," 0.288494867"," 0.374795454"," 0.019355982"," 0.532321226"," 0.110961392"," 0.382683959"," 0.315131137"," 0.265341646","-4.344669721"," 0.325969626"," 0.005508984"," 0.112079032"," 0.098797884"," 0.308961293"," 0.206680529"," 0.337275147"," 0.306504765","-0.407511220"," 0.590065785"," 0.272796456"," 0.157401322"," 0.348720705"," 0.327775405","-5.177410132"," 0.395566889"," 0.212366198"
"Bin.6.54"," 0.200500430"," 0.183790261"," 0.257253484"," 0.272945903"," 0.260063569"," 0.272755674"," 0.274239351"," 0.270986465"," 0.071696917"," 0.153591617"," 0.009614303"," 0.202481199","-0.360705796"," 0.218052962"," 0.024487935"," 0.069682201"," 0.311210820","-0.486020468"," 0.240799730"," 0.190067033"," 0.035829359"," 0.223938744"," 0.213114039"," 0.075505384"," 0.203922872"," 0.442481437","-0.958350053"," 0.623417193"," 0.064302900"," 0.447971901"," 0.382880269"," 0.296802606","-4.387308452"," 0.447641042","-0.015459588"," 0.246596890"," 0.119879755"," 0.268597960"," 0.231978867"," 0.385786578"," 0.202586801"," 0.027280095"," 0.709041679"," 0.305372010"," 0.208457766"," 0.414358678"," 0.403258799","-4.964047219"," 0.458174447"," 0.248493651"
"Bin.6.50"," 0.27996048"," 0.27235670"," 0.31074738"," 0.18704646"," 0.20006912"," 0.22382064"," 0.25364380"," 0.03722286"," 0.05005267"," 0.11741423","-0.07423712"," 0.29182559","-0.22760364"," 0.12989464"," 0.02685811"," 0.20263636"," 0.34112958","-0.50830460"," 0.26912368"," 0.14298010"," 0.02066534"," 0.20702930"," 0.26193390"," 0.12067541"," 0.23620065"," 0.49423299","-4.31708214"," 0.61514141","-0.03256011"," 0.36502850"," 0.33202502"," 0.20912297","-5.02465817"," 0.33621804"," 0.04167753"," 0.20303787"," 0.01572923"," 0.24493803"," 0.13424716"," 0.32857615"," 0.13202379","-0.74425445"," 0.72286678"," 0.21882945"," 0.06859577"," 0.38997556"," 0.42005118"," 0.95648549"," 0.38458651"," 0.13202379"
"Bin.6.46"," 0.272276180"," 0.209230691"," 0.303647491"," 0.269548010"," 0.136964679"," 0.227457544"," 0.280291230"," 0.127153854"," 0.131935747"," 0.139041520","-0.173253388"," 0.180123405","-0.336096121"," 0.091453601","-0.002125326","-0.028898110"," 0.320176347","-0.560334514"," 0.035285094"," 0.191300953"," 0.091604257"," 0.215961729"," 0.249121460","-0.557186438"," 0.221655151"," 0.530381356","-4.420881844"," 0.661073002","-0.021539263"," 0.455832708"," 0.356947738"," 0.255151675","-4.832963288"," 0.371838846"," 0.109059340"," 0.183725995"," 0.009598452"," 0.327201114"," 0.134260238"," 0.420511806"," 0.372104361","-0.665186945"," 0.755720534"," 0.357103068"," 0.103944003"," 0.424174084"," 0.474591218"," 0.999419910"," 0.394493642"," 0.207103203"
"Bin.6.42"," 0.28310594"," 0.26181849"," 0.29341745"," 0.30962657"," 0.16119310"," 0.46444154"," 0.28633994"," 0.12227039"," 0.23318325"," 0.21867934"," 0.07102006"," 0.15984780","-0.04714237"," 0.19099644"," 0.16273981"," 0.06263235"," 0.32699716","-0.02608901"," 0.13055161"," 0.26579795"," 0.15880723"," 0.25805893"," 0.27603350","-0.13729888"," 0.27290073"," 0.55379965","-3.36562722"," 0.64010698","-0.11857630"," 0.52915317"," 0.33328360"," 0.31552058","-3.80185416"," 0.36229183"," 0.16032741"," 0.27081861"," 0.09335707"," 0.36836275"," 0.19285165"," 0.41055803","-0.04576367","-0.27749040"," 0.68014006"," 0.38311711"," 0.23505893"," 0.50372192"," 0.47254142","-4.31704260"," 0.41042548"," 0.25098880"
"Bin.6.38"," 0.28122272"," 0.19004404"," 0.23776223"," 0.31142782"," 0.18963420"," 0.30982747"," 0.18883253"," 0.21768567"," 0.20380784"," 0.21087843"," 0.01394602"," 0.15647523","-0.11933921"," 0.16352614"," 0.02229301","-0.04301312"," 0.26880184","-0.22943874"," 0.05263581"," 0.21028284"," 0.06482437"," 0.24273211"," 0.19679572"," 0.11742061"," 0.28195018"," 0.53328530","-4.35271327"," 0.60834994","-0.16189759"," 0.41935567"," 0.29775366"," 0.17231562","-5.01917341"," 0.16358610"," 0.07344851"," 0.15797233"," 0.01160299"," 0.27491361","-0.04766274"," 0.32172850"," 0.25335871","-0.75196375"," 0.67091316"," 0.39282496"," 0.07099315"," 0.46167541"," 0.44640141"," 0.95647134"," 0.27622118"," 0.02922344"
"Bin.6.34"," 0.30387366"," 0.28561555"," 0.18822076"," 0.31659523"," 0.25031719"," 0.33830722"," 0.27705768"," 0.27281666"," 0.24376110"," 0.25776627"," 0.09990230"," 0.13044317","-0.19448364"," 0.11902400"," 0.06911235","-0.32061790"," 0.33023895","-0.15222099"," 0.04093382"," 0.25729385"," 0.14309110"," 0.24124379"," 0.27552810"," 0.09663303"," 0.23510097"," 0.63185117","-3.27348025"," 0.64980402"," 0.05378935"," 0.42647842"," 0.42306134"," 0.27891637","-3.85622811"," 0.29222514"," 0.21964714"," 0.32619264"," 0.13850075"," 0.35032622"," 0.19671030"," 0.42264253"," 0.26490401","-0.19135574"," 0.69138464"," 0.44111755"," 0.13989328"," 0.58853807"," 0.51217528","-4.31793716"," 0.31987407"," 0.16541473"
"Bin.6.30"," 0.3535509206"," 0.3369938686"," 0.1565246314"," 0.3975029867"," 0.2815180047"," 0.5237011693"," 0.2979201730"," 0.2941564031"," 0.2958036696"," 0.2832660594"," 0.1425134793"," 0.1433065684","-0.2728727210"," 0.1228912110"," 0.0950041466","-0.6436364491"," 0.4007565154","-0.0348564237","-0.0009212799"," 0.2721135633"," 0.1908395185"," 0.2105354254"," 0.2856843548","-0.0621009952"," 0.2314839256"," 0.5380277364","-4.2500886933"," 0.5806530301","-0.1295671755"," 0.3071496067"," 0.2809665573"," 0.1464986782","-5.0313736380"," 0.1692052717"," 0.0343077971"," 0.1579945281","-0.1203919856"," 0.3993345636"," 0.0746282209"," 0.4829198601"," 0.1308465797","-0.6926955824"," 0.6502313566"," 0.2547485777","-0.0541490591"," 0.4155066685"," 0.4043653761"," 0.9195272424"," 0.1139843544","-0.0843085973"
"Bin.4.38"," 1.11007275"," 0.45580556"," 0.39771842","-0.48032357"," 0.14144035","-0.52052310"," 0.17942169","-0.49505026"," 0.28711885","-0.83719669"," 0.58348208"," 0.13398482","-0.06462418","-0.26006763"," 0.71669045"," 0.23953902"," 1.02772441"," 0.87292039","-0.17266483"," 0.57000411"," 0.12744906"," 0.45866530"," 0.22418929"," 1.99940331","-0.03034204","-0.02372490","-1.54656356"," 0.79043834","-0.30957295","-1.72394278"," 0.32289196","-1.12005103","-0.20533288","-1.46111033","-0.67982807","-1.48325802","-0.83336005","-1.94890574","-0.76910467"," 0.03409836","-0.78671392"," 0.87265546","-1.94581294"," 3.05003921","-0.17813518"," 0.44580952"," 0.94913072"," 2.29829915","-0.33571832","-0.07706492"
"Bin.4.34"," 0.55510339","-0.19824479"," 1.26903178","-0.77394070","-0.56216993","-1.10817073","-0.35857702","-1.16067333"," 0.01520120","-1.05553155"," 0.01248201","-0.53005894","-0.56103887","-0.85691000","-0.08506211","-0.47694592"," 0.28544703","-0.50200341"," 1.63062073","-0.24330265","-0.53617588","-0.34103236","-0.31658089","-2.34479777","-0.35176698"," 0.80034584","-0.41721037"," 1.36260994"," 0.63984818","-0.56356432"," 2.28199858","-0.13274965"," 0.40925090","-0.81944319"," 0.34513006","-0.80648100"," 0.05621857","-0.60690013"," 0.14300233"," 0.69764905","-0.07415940"," 1.01487573","-2.79861759"," 1.88783864"," 0.51045491"," 0.32128774"," 0.56935710"," 2.56614771"," 0.50075159"," 0.70745648"
"Bin.4.30"," 0.12686980"," 0.12036823","-0.62073569","-0.45909642"," 0.24615634","-0.64228751"," 0.04994343","-0.23919137"," 0.07385030","-0.75091487"," 0.27497829","-0.32351892","-0.23249544","-0.63167482"," 0.02729158","-0.74348943"," 0.88341990","-0.17383008","-0.35216162","-0.04376689","-0.31578125"," 0.18676026","-0.22859158","-5.45690918","-0.21744775"," 1.16992592"," 0.04439687"," 1.44286716"," 0.51699699","-0.32692626"," 0.74781701"," 0.30743974"," 0.26963236","-0.87292594"," 0.41101020","-0.50193537"," 0.05671318","-0.27793855"," 0.61240262"," 1.18320951"," 0.18863762"," 0.55504666","-1.32222854"," 0.87982051"," 0.68107402"," 0.13484116"," 0.45878091"," 1.75719945"," 0.56774229"," 0.75865517"
"Bin.4.26"," 0.22637312","-0.05110615","-0.62028732","-0.95924430"," 0.26538874","-0.89486264","-0.09360884","-0.89117973","-0.43947054","-1.26868859"," 0.33859064","-0.33678254","-0.62956391","-1.43692496","-0.23562832","-0.95958393"," 0.72712505"," 0.16861135","-0.84775773","-0.33889044","-0.94127032"," 0.28257448","-0.48986217","-3.50352800","-0.44229780"," 1.89706667","-0.25940505"," 2.22080444"," 0.61822016","-0.63905377"," 1.27696297"," 0.23204778"," 1.01269360","-1.03196574"," 0.55042556","-0.46142435"," 0.54940936","-0.17958531"," 0.73538952"," 1.53325617"," 0.26448195"," 1.51781873","-0.93142288"," 0.30572537"," 0.96552691","-0.57462648"," 0.61072606"," 0.75102500"," 1.42044970"," 0.98732848"
"Bin.4.22"," 0.60911599"," 0.11107337","-0.79353191","-1.03083048","-0.16697261","-1.34369273","-0.13916078","-0.62668283","-0.30970471","-1.11114376"," 0.06213969","-0.02743782","-0.74250023","-1.41104874","-0.55924623","-1.04473912"," 0.35411152","-0.69522722","-0.18894279","-0.31668540","-0.87868874"," 0.06274378","-0.52550436","-0.88879406","-0.65150481"," 1.00992902","-0.49759986"," 1.56242090"," 0.26399077","-0.04878035"," 3.91235018"," 0.13267045"," 0.48826048","-1.02582000"," 0.53425581","-0.67240556"," 0.14409658","-0.43946072"," 1.18147714"," 0.87750858"," 0.67789355"," 0.54110812","-1.55582015","-0.37197672"," 1.03849751"," 0.06065628"," 0.16185421"," 2.61410808"," 0.48847840"," 1.17516230"
"Bin.4.18","-0.1368693"," 0.3734471","-1.2141432","-0.9892261","-0.1400443","-1.2794664"," 0.3983108"," 0.4986678"," 0.4691975","-0.4177905"," 0.5463222"," 0.8772864","-0.5605669","-1.7652385","-0.4602741","-1.2395091"," 0.2939009","-0.6159207"," 0.6087142","-0.2737006","-0.3540140"," 0.4597544","-0.4991980","-1.4729724","-0.2472893"," 1.4241637","-0.9488495"," 0.8814586"," 0.2539989"," 0.8867056"," 0.2510772","-1.4365879"," 0.4588444","-0.8636909"," 0.6329967","-0.5804193"," 0.5692894"," 0.1374593"," 0.4154827"," 0.6018915"," 1.3794746"," 2.7776163","-2.9448065","-1.0427765"," 1.0168498"," 0.6758152"," 0.9130912"," 1.5823031","-0.4455697"," 0.5448044"
"Bin.4.14","-1.17047735"," 0.14672016","-0.65839781","-0.16262803","-1.22310204","-0.59697465","-0.13265831"," 0.77458009","-0.22838696","-0.79585803"," 0.99266591","-0.46156156","-0.05871449","-1.21204064","-0.27104240","-1.51955644"," 1.00384229","-0.49808755"," 0.32447029"," 0.19290155","-0.60967516"," 0.69575665","-0.48227931","-3.28419490"," 0.07344428"," 2.41414601","-0.56538481"," 1.07124401"," 0.24189348","-0.04685182"," 0.18625677","-0.50114026"," 0.09564222","-1.12782264"," 0.24627164","-0.27221377"," 0.33900008"," 0.01067135"," 0.63929560"," 1.56457522"," 0.22942863"," 2.53192827","-1.28374003"," 0.98634024"," 0.47079579","-0.75959421"," 0.10177704"," 1.85459094"," 0.24437337"," 0.48977130"
"Bin.4.10"," 0.228358289"," 0.059607532","-0.515706437"," 0.098570888","-0.896612079","-0.280354981"," 0.009146703"," 0.514257954","-0.067194826","-0.830357011"," 0.547493424","-0.348726776"," 0.437472753","-0.403842423","-0.160373906","-0.875914711"," 0.878068188","-0.461342827"," 0.324888624","-0.111432318","-0.486286204"," 0.466787125","-0.261928442","-5.009687226"," 0.452638336"," 1.341202764"," 0.225367797"," 0.561670812"," 0.103582223","-0.367179268"," 0.291507298","-0.012449634","-0.465915809","-1.407442422"," 0.154961814","-0.198500215","-0.084072529","-0.061444661"," 0.271485460"," 0.940352357"," 0.096765781"," 0.544758631","-0.628678117"," 1.552346817"," 0.434872358","-0.411217335","-0.116643238"," 2.919868504"," 0.195172347"," 0.812098619"
"Bin.4.06","-0.395713648"," 0.877320824","-0.947168540"," 0.974716174","-0.737622385"," 0.405677533"," 0.555201884"," 1.437082304"," 0.482330083"," 0.338503698"," 1.285449521","-0.976380769"," 1.076821394","-0.721234092"," 0.404117799","-0.806253372"," 0.664664629","-0.128888836","-0.139692183"," 0.960668417"," 0.880227511"," 1.534934426"," 1.215217633","-0.341858135","-0.001644527"," 0.755767689","-0.440467258"," 0.464297455","-0.370419762","-0.244274211"," 0.501475185","-0.835193049","-1.637159952","-0.362583493"," 0.278508015","-1.041935827","-0.890596132","-0.195239078","-0.903936504"," 0.113673072","-0.060787850","-3.367382336","-1.892677762"," 0.817730197","-0.449847799","-0.431707780"," 1.211139742"," 1.458681852","-1.629553556"," 1.256011795"
"Bin.4.02"," 0.225495438"," 0.260669349","-0.504133847","-0.006844621","-1.312598173","-0.750021564"," 0.028897616"," 0.606226650"," 0.116042439","-0.111470725"," 0.781444911","-0.346338248"," 0.769532331","-0.790168300","-0.300946149","-0.661805431"," 0.723457139","-0.374682569"," 0.125226233"," 0.234944440"," 0.314991662"," 1.450829519"," 0.208134620","-2.862361155"," 1.634588666","-0.420361257","-0.772116239","-0.051588155","-0.007216832"," 0.007969001"," 0.114312823","-0.682993893","-1.145614043","-0.853783864","-0.662028520","-1.182955199","-0.367226125","-0.821491195","-0.128991555"," 0.654821667","-0.432674156","-0.899184236"," 1.664849013"," 0.481848804"," 0.170447414"," 0.593651601"," 1.163120953"," 4.009246663","-0.788548464"," 0.897395560"
"Bin.4.04","-0.3522028"," 0.8480431","-0.9728692"," 0.9121877","-0.8884459"," 0.2793043"," 0.5113883"," 1.4276961"," 0.4525030"," 0.2870623"," 1.3015429","-0.9745587"," 1.1006566","-0.8048649"," 0.3272847","-0.8661849"," 0.7047583","-0.1906986","-0.1315510"," 0.9253467"," 0.8572408"," 1.6228510"," 1.1691308","-0.6518567"," 0.2511164"," 0.6552787","-0.5375344"," 0.4146276","-0.3650709","-0.2459071"," 0.4705291","-0.8961939","-1.7066830","-0.4738013"," 0.1651018","-1.1600369","-0.8994776","-0.3098603","-0.8729065"," 0.1825738","-0.1335508","-3.1578591","-1.2914341"," 0.8178176","-0.4105082","-0.3232965"," 1.2788053"," 2.0076243","-1.6405478"," 1.2874298"
